Airport IATA,Year,Month,Delay Date,Efficiency Factor,Carrier Delay Percentage,Weather Delay Percentage,NAS Delay Percentage,Security Delay Percentage,Late Aircraft Delay Percentage
IAG,2016,12,201612,80.65,32.75,0,60.25,0,7
MSY,2016,12,201612,69.12,18.04,0,47.06,0,34.9
SLC,2016,12,201612,77.53,18.3,8.89,26.6,0.21,46.01
AUS,2016,12,201612,70.41,43.61,1.27,23.97,0,31.14
SBN,2016,12,201612,69.74,20.21,2.37,28.72,0,48.7
SEA,2016,12,201612,72.98,18.42,4.33,28.94,0,48.32
CVG,2016,12,201612,75.57,28.19,0.04,33.51,0.21,38.07
SJC,2016,12,201612,79.37,21.39,2.28,23.03,0,53.29
GEG,2016,12,201612,75.24,35.73,6.16,21.53,0,36.59
ORD,2016,12,201612,77.5,17.28,3.01,29.41,0.27,50.03
DTW,2016,12,201612,72.5,19.51,3.74,25.45,0,51.3
ICT,2016,12,201612,71.71,29.28,13,33.63,0,24.09
MSP,2016,12,201612,71.73,22.27,3.45,28.95,0.34,45
AVP,2016,12,201612,71.88,9.56,0,71.78,0,18.67
MLI,2016,12,201612,66.96,19.81,3.32,47.22,0,29.68
DEN,2016,12,201612,78.28,23.18,3.66,31.53,0,41.62
LAX,2016,12,201612,60.4,10.78,3.52,47.14,0.12,38.44
BNA,2016,12,201612,69.72,20.29,3.41,28.1,0,48.19
BOI,2016,12,201612,65.11,22.26,3.89,27.29,0.25,46.31
MKE,2016,12,201612,69.84,22.26,3.41,32.63,0,41.68
MCI,2016,12,201612,78.61,30.35,2.98,19.35,0,47.35
BIL,2016,12,201612,71.69,25.28,0,43.02,0,31.7
ABQ,2016,12,201612,80.32,17.24,0,24.73,0,58.03
XNA,2016,12,201612,76.51,22.11,3.43,28.34,0,46.11
CHA,2016,12,201612,62.96,23.35,0,34.05,0,42.6
RAP,2016,12,201612,76.54,24.77,1.33,38.7,0,35.19
LNK,2016,12,201612,75.18,24.74,8.82,46.03,0,20.44
BZN,2016,12,201612,71.63,30.83,0,30.41,0,38.78
ATL,2016,12,201612,70.11,25.59,3,28.06,0.62,42.73
MSO,2016,12,201612,76.81,26.38,2.34,47.34,0,23.91
CLT,2016,12,201612,71.07,23.43,8.37,26.94,0,41.26
SAT,2016,12,201612,72.66,32.01,2.22,28.46,0,37.32
MBS,2016,12,201612,75.57,35.58,8,24.88,0,31.53
FCA,2016,12,201612,79.07,25.06,4.5,32.5,0,37.94
DSM,2016,12,201612,69.57,33.62,1.12,30.79,0,34.48
SMF,2016,12,201612,76.56,30.58,4.89,26.6,0,37.93
FSD,2016,12,201612,75.9,35.55,9.72,26.4,0,28.3
PHL,2016,12,201612,60.87,21,0,48.44,8.78,21.78
LAN,2016,12,201612,71.96,28.23,0,27.47,0,44.3
PHX,2016,12,201612,84.25,25.66,1.03,26.09,0,47.22
TUS,2016,12,201612,71.68,31.72,0.23,23.2,0.02,44.85
PSC,2016,12,201612,74.6,30.94,3.66,33.56,0,31.85
IDA,2016,12,201612,81.48,21.51,13.94,34.91,0,29.63
DLH,2016,12,201612,72.92,25.94,3.29,28.44,0,42.33
LSE,2016,12,201612,72.88,6.25,5,73.69,0,15.06
RDM,2016,12,201612,79.78,39.73,2.24,30.35,1.58,26.11
TVC,2016,12,201612,62.11,34.53,6.56,32.08,0,26.81
FWA,2016,12,201612,66.77,22.98,3.36,26.92,0,46.74
SNA,2016,12,201612,81.14,39.75,2.25,20.52,0,37.48
SFO,2016,12,201612,72.83,12.49,3.59,40.16,0,43.77
ATW,2016,12,201612,69.78,30.43,0.24,36.69,0,32.67
OKC,2016,12,201612,75.2,29.41,1.41,13.7,0,55.49
EVV,2016,12,201612,54.76,14.16,3.58,45.47,0,36.79
BUR,2016,12,201612,79.47,31.92,3.53,23.82,0,40.73
SYR,2016,12,201612,66.28,40.55,2.93,29.62,0,26.93
IAH,2016,12,201612,74.59,21.51,3.69,34.68,0.5,39.63
MSN,2016,12,201612,74.29,27.54,5.89,32.02,0,34.56
GTF,2016,12,201612,80.49,29.63,3.13,36.42,0,30.83
DFW,2016,12,201612,68.14,31.66,3.14,17.96,0,47.24
GFK,2016,12,201612,71.25,34.35,1.5,25.35,0,38.83
MOT,2016,12,201612,75.86,14.36,0,23.36,0,62.29
PIT,2016,12,201612,73.91,29.33,4.17,34.67,0,31.83
MEM,2016,12,201612,72.55,19.71,0,39.71,0,40.57
MAF,2016,12,201612,75.28,21.86,0.59,42.77,0,34.77
PDX,2016,12,201612,69.39,20.67,2.96,36.87,0,39.51
FAT,2016,12,201612,71.35,23.57,2.92,26.54,0,46.97
ELP,2016,12,201612,79.78,28.56,0,30.94,0,40.5
ACV,2016,12,201612,78.9,15.65,0,15.17,0,69.17
COS,2016,12,201612,70.17,28.79,3.69,28.11,0,39.4
DAY,2016,12,201612,70.51,19.78,17.39,28.7,0,34.13
GSP,2016,12,201612,78.38,38.25,10.25,38.88,0,12.5
RDD,2016,12,201612,84.44,18,0,8.07,0,73.93
MFR,2016,12,201612,66.12,27.95,1.84,32.22,0,37.99
SBA,2016,12,201612,69.25,20.7,4.27,23.69,0,51.34
SAN,2016,12,201612,71.53,34.53,1.87,23.03,0,40.57
RDU,2016,12,201612,83.33,15,0,0,0,85
LAS,2016,12,201612,76.92,15.79,0,17.92,0,66.29
TUL,2016,12,201612,88.5,45.85,7.69,7.85,0,38.69
ASE,2016,12,201612,62.9,28.58,7.59,32.97,0,30.87
BUF,2016,12,201612,70.91,30.75,10.44,35.06,0,23.69
ALB,2016,12,201612,61.4,36.95,2.36,27.64,0,33.05
EGE,2016,12,201612,69.35,5.68,18.32,36.47,0,39.58
ORF,2016,12,201612,79.31,60,22.83,7.67,0,9.67
STL,2016,12,201612,79.27,43.15,3.82,23.44,0,29.59
EUG,2016,12,201612,70.59,24.08,4.53,34.67,0,36.72
RNO,2016,12,201612,73.82,25.67,1.69,22.14,0,50.48
CLE,2016,12,201612,62.14,44,5.03,23.26,0,27.74
RIC,2016,12,201612,78.95,18.63,2.88,10.75,0,67.75
PSP,2016,12,201612,79.26,32.01,4.5,26.79,0,36.7
BHM,2016,12,201612,78.99,33.24,0,21.55,0,45.21
SCE,2016,12,201612,75.68,22.22,13.22,31.11,0,33.44
GJT,2016,12,201612,87.15,24.39,3.91,52.39,0,19.26
LWS,2016,12,201612,85.25,35.78,0,38.33,0,25.89
SGU,2016,12,201612,80.63,32.38,0,41.35,0,26.27
ABR,2016,12,201612,73.77,30,0,35.44,0,34.56
APN,2016,12,201612,65.38,16.89,0,31.44,0,51.67
ESC,2016,12,201612,64.15,25.32,15.79,31.47,0,27.42
PLN,2016,12,201612,66.25,26.67,19.56,32.33,0,21.44
BJI,2016,12,201612,81.97,31.27,0,35.91,0,32.82
BTM,2016,12,201612,85.71,15.38,36.5,34.75,0,13.5
BRD,2016,12,201612,90.57,17.6,0,65.2,0,17.2
BGM,2016,12,201612,64.29,30.85,10.05,30.3,0,28.85
CDC,2016,12,201612,71.7,4.53,0,72,0,23.47
COD,2016,12,201612,86.89,12.5,12,42.25,0,33.25
CPR,2016,12,201612,80.65,23.78,0,26.22,4.22,45.83
GCC,2016,12,201612,84.88,44,0,21.85,0,34.15
TWF,2016,12,201612,80.23,20.29,11.76,55,0,12.88
HIB,2016,12,201612,83.33,23.14,0,48.29,0,28.57
ITH,2016,12,201612,72.94,28.74,0,31.17,0,40.13
INL,2016,12,201612,73.58,20.21,10.29,31.57,0,37.93
PIH,2016,12,201612,75.61,10.7,2.25,63.55,0,23.5
MQT,2016,12,201612,69.64,12.47,7.41,59.59,0,20.59
EKO,2016,12,201612,90.57,21,0,61.4,0,17.6
IMT,2016,12,201612,85.71,24.88,0,24.63,0,50.5
RHI,2016,12,201612,77.27,18.4,0,41.25,0,40.35
CIU,2016,12,201612,73.21,40.53,1.53,40.4,0,17.53
YUM,2016,12,201612,85.59,44.65,0,29.65,0,25.71
FLG,2016,12,201612,87.62,46.62,0,30.77,0,22.69
DRO,2016,12,201612,89.89,49,7.44,31.33,0,12.11
LBB,2016,12,201612,71.67,30.12,1.65,59.76,0,8.41
BFL,2016,12,201612,76.84,22.49,0.41,30.15,0,46.93
MRY,2016,12,201612,71.31,15.33,0,24.37,0,60.29
BDL,2016,12,201612,77.27,46.2,0,14.6,0,39.3
JAC,2016,12,201612,63.56,24.02,21.7,17.63,0,36.65
LGB,2016,12,201612,78.89,34.47,0,32.26,0,33.26
OMA,2016,12,201612,75.45,24.76,8,25.36,0,41.87
HLN,2016,12,201612,76.38,24.4,6.03,36.63,0,32.93
SUN,2016,12,201612,76.52,37.03,0,33.68,0,29.26
PIA,2016,12,201612,80.95,34.29,3.92,25.88,0,35.92
CMH,2016,12,201612,69.77,42.08,7.08,24.69,0,26.15
CID,2016,12,201612,66.99,26.35,6.65,35.71,0,31.29
MDT,2016,12,201612,56.16,28.53,8.25,16.47,0,46.75
ISN,2016,12,201612,80,19,11.18,56.47,0,13.35
AZO,2016,12,201612,68.12,30.18,4.55,27.77,0,37.5
GRB,2016,12,201612,71.15,30.5,3.63,36,0,29.87
ILM,2016,12,201612,71.43,2.25,0,1.5,0,96.5
MDW,2016,12,201612,65.85,26.86,4.89,29.96,0,38.25
GRR,2016,12,201612,71.28,20.48,6.81,31.96,0,40.74
FAR,2016,12,201612,81.25,35.38,6.54,33.42,0,24.71
BIS,2016,12,201612,80.7,29.32,1.86,28.82,0,39.95
ONT,2016,12,201612,77.1,31,5.75,19.56,0,43.7
BMI,2016,12,201612,66.67,12,0,80.5,0,7.5
MSY,2016,12,201612,60,54.5,0,39,0,6.5
SDF,2016,12,201612,60.38,29.71,5.05,34.95,0,30.24
OAK,2016,12,201612,54.43,15.94,1.75,12.86,0,69.42
AVL,2016,12,201612,66,26.18,13.76,18.35,0,41.71
CMX,2016,12,201612,85.25,24.67,8.22,25.44,0,41.78
EAU,2016,12,201612,80.36,24.45,0,28.36,0,47.27
SBP,2016,12,201612,78.6,18.62,2.43,19.34,0,59.6
RKS,2016,12,201612,85.71,40.25,9.75,24.25,0,25.75
MKG,2016,12,201612,71.43,56.5,6.25,15.13,0,22.13
PAH,2016,12,201612,75,27.5,5.5,21.93,0,45.07
SPI,2016,12,201612,82.02,44.81,5.56,19.38,0,30.19
DVL,2016,12,201612,92.45,0,8,13.5,0,78.5
JMS,2016,12,201612,90.24,7.25,29.75,26.13,0,36.88
LAR,2016,12,201612,83.02,41,0,27.11,0,31.89
OTH,2016,12,201612,82.35,10.67,0,21.33,0,68
HYS,2016,12,201612,84.62,16.75,11.25,27.75,0,44.25
LEX,2016,12,201612,71.9,24.67,5.37,22.56,0,47.4
JAX,2016,12,201612,76.47,37.92,8.33,24.92,0,28.83
SGF,2016,12,201612,83.33,30.67,16.67,15.83,0,37
CRP,2016,12,201612,80,84,0,0,0,16
CWA,2016,12,201612,100,0,0,0,0,0
CHS,2016,12,201612,69.77,37.85,1.38,48.23,0,12.54
LIT,2016,12,201612,68.57,27.55,16.36,26.27,0,29.82
TYS,2016,12,201612,78,30.27,4.09,25.09,0,40.45
SHV,2016,12,201612,87.1,26.75,0,1.25,0,72
ROW,2016,12,201612,90.32,31.67,0,0,0,68.33
CHO,2016,12,201612,68.7,36.61,6.14,23.19,0,34.08
IND,2016,12,201612,75,27.57,0,31.43,0,41
DCA,2016,12,201612,76.92,64.25,0.25,1.75,0,33.75
LGA,2016,12,201612,71.79,51.55,18.18,2.55,0,27.64
ABE,2016,12,201612,72.5,23,9.09,31.36,0,36.55
HDN,2016,12,201612,56.25,30.66,2.86,21.86,0,44.63
CAK,2016,12,201612,85.71,25.8,18.4,13.6,0,42.2
MTJ,2016,12,201612,75,34.21,0,21.57,0,44.21
SAF,2016,12,201612,76.47,25,18.5,5,0,51.5
LFT,2016,12,201612,84,25,0,13.25,0,61.75
SAV,2016,12,201612,72.41,62.13,12.5,0.5,0,24.88
EWR,2016,12,201612,91.67,0,0,100,0,0
BOS,2016,12,201612,53.85,16.67,22.5,60.83,0,0
IAD,2016,12,201612,71.43,50,0,28.5,0,21.5
FNT,2016,12,201612,81.25,15,0,5,0,80
MMH,2016,12,201612,87.5,0,0,0,0,100
MOB,2016,12,201612,100,0,0,0,0,0
PNS,2016,12,201612,100,0,0,0,0,0
IAD,2016,12,201612,86.67,4,0,46,0,50
MIA,2016,12,201612,100,0,0,0,0,0
ROC,2016,12,201612,100,0,0,0,0,0
RSW,2016,12,201612,100,0,0,0,0,0
FLL,2016,12,201612,73.51,36.14,5.72,20.05,0,38.1
IAH,2016,12,201612,83.87,38.06,3.91,24.69,0.12,33.21
PHL,2016,12,201612,83.7,28.67,12.54,7.35,0,51.46
CLE,2016,12,201612,81.88,29.75,7.73,8.58,0,53.93
EWR,2016,12,201612,74.41,21.03,1.64,48.53,0.16,28.65
LGA,2016,12,201612,80.72,26.37,5.48,34.98,0,33.18
PHX,2016,12,201612,72.01,39.48,5.24,23.01,0,32.28
EGE,2016,12,201612,66,46,16.65,23.53,0,13.82
DCA,2016,12,201612,83.29,30.41,11.76,13.69,0,44.15
MIA,2016,12,201612,73.67,37.75,3.77,23.95,0,34.54
SNA,2016,12,201612,73.67,39.27,5.55,24.22,0,30.96
OGG,2016,12,201612,81.61,44.44,0.17,34.66,0,20.71
SFO,2016,12,201612,67.96,25.05,3.55,50.03,0.14,21.22
ORD,2016,12,201612,82,28.64,3.37,32.93,0.06,35
DEN,2016,12,201612,80.87,35.82,5.24,29.57,0.15,29.21
LAS,2016,12,201612,78.68,41.01,2.6,24.75,0,31.64
OMA,2016,12,201612,77.44,37.02,13.75,8.73,0,40.48
MSY,2016,12,201612,83.24,32,5.77,22.87,0,39.38
PSP,2016,12,201612,87.5,37.5,22.5,1.5,0,38.5
SEA,2016,12,201612,72.08,37.79,4.6,25.23,0,32.38
LAX,2016,12,201612,60.08,25.26,2.88,54.38,0,17.47
JAC,2016,12,201612,51.56,44.74,2.52,43.06,0,9.71
KOA,2016,12,201612,74.24,35.68,3.53,28.41,0,32.38
LIH,2016,12,201612,87.23,65.75,6.75,6,0,21.5
BTV,2016,12,201612,62.5,34.67,14,8.83,0,42.5
IAD,2016,12,201612,85.17,39.09,4.53,14.88,0,41.5
MCO,2016,12,201612,79.49,43.2,5.53,13.3,0,37.96
ANC,2016,12,201612,71.05,33.36,5.41,29.73,0,31.5
HNL,2016,12,201612,70.69,40.89,2.56,35.67,0,20.88
SAT,2016,12,201612,79.41,42.91,6.68,12.46,0,37.95
TPA,2016,12,201612,80.76,41.23,7.33,13.04,0,38.4
BOS,2016,12,201612,82.35,43.3,5.07,12.71,0,38.91
GEG,2016,12,201612,72.41,46.56,6.25,18.19,0,29
PDX,2016,12,201612,69.29,35.34,7.45,27.76,0,29.45
MSP,2016,12,201612,75.17,35.04,10.76,18.32,0,35.88
PBI,2016,12,201612,69.27,37.56,2.92,26.49,0,33.03
SJC,2016,12,201612,84.3,46.68,1.74,20,0,31.58
MFE,2016,12,201612,86.11,44.2,9.3,12.2,0,34.3
SAN,2016,12,201612,77.1,40.55,5.77,24.13,0,29.56
SRQ,2016,12,201612,69.39,39.13,6.47,37.6,0,16.87
RSW,2016,12,201612,78.28,32.05,6.98,20.43,0,40.55
SLC,2016,12,201612,70.8,42.47,10.06,25.06,0,22.39
DSM,2016,12,201612,82.35,18.22,26.89,10.22,0,44.67
BDL,2016,12,201612,89.43,45.69,20.62,8.08,0,25.62
RDU,2016,12,201612,83.13,40.4,3.33,2.1,0,54.17
ITO,2016,12,201612,77.78,39,0,39,0,22
MCI,2016,12,201612,83.72,24.57,0,23.81,0,51.57
DFW,2016,12,201612,80.91,39.99,5.89,17.51,0,36.61
BWI,2016,12,201612,80.42,39.66,6.74,7.32,0,46.28
BZN,2016,12,201612,63.64,42.1,9.88,33.7,0,14.35
HDN,2016,12,201612,65.38,25.56,18.11,35.33,0,21
SMF,2016,12,201612,66.67,37.33,5.81,29.76,0,27.11
AUS,2016,12,201612,78.38,37.13,3.88,11.13,0,47.87
BNA,2016,12,201612,82.39,37.93,2.46,5.68,0,53.93
ONT,2016,12,201612,89.09,34.83,15.83,6.33,0,43
DTW,2016,12,201612,84.38,30.08,19.8,5.28,0,44.84
ATL,2016,12,201612,78.73,37.38,1.8,30.86,0,29.98
CVG,2016,12,201612,87.72,38.71,27,0,0,34.29
MEM,2016,12,201612,84.62,59.33,0,10.83,0,30
PIT,2016,12,201612,86.42,38.59,17.95,0.73,0,42.68
IND,2016,12,201612,76.25,32.58,3.74,9,0,54.68
ICT,2016,12,201612,74.58,37.13,14.53,0.87,0,47.47
ABQ,2016,12,201612,80.72,55.81,4.56,19,0,20.63
MSN,2016,12,201612,83.72,29.14,5.29,18.71,0,46.86
RNO,2016,12,201612,75,46.93,2.5,21.86,0,28.71
GUC,2016,12,201612,81.25,16.67,0,0,0,83.33
TUS,2016,12,201612,83.33,54.4,20,7.2,0,18.4
MTJ,2016,12,201612,79.31,40.33,13.33,24,0,22.33
MKE,2016,12,201612,90,24.71,4.86,33,0,37.57
CMH,2016,12,201612,82.56,51.4,3.6,4.4,0,40.53
BIL,2016,12,201612,74.19,36.06,3.88,25.06,0,35
ORF,2016,12,201612,73.47,46.92,23.69,3.46,0,25.92
CLT,2016,12,201612,87.5,37.5,18.88,0,0,43.63
BOI,2016,12,201612,72.41,45.06,11.94,10.31,0,32.63
EUG,2016,12,201612,69.86,49.05,0,15.59,0,35.36
STL,2016,12,201612,81.11,29.06,0,22,0,48.94
ALB,2016,12,201612,62.07,25.73,25.45,3.64,0,45.18
GRR,2016,12,201612,70.37,43,8.5,4.75,0,43.75
TUL,2016,12,201612,92.86,51.5,0,0,0,48.5
JAX,2016,12,201612,75.86,7,6.14,30.71,0,56.14
MDT,2016,12,201612,78.26,25,19.2,18,0,37.8
PVD,2016,12,201612,66.67,24.4,3,21.4,0,51.2
RIC,2016,12,201612,75,4,11.5,0,0,84.5
ROC,2016,12,201612,78.57,30,34.17,16,0,19.83
FSD,2016,12,201612,93.33,7,0,0,0,93
OKC,2016,12,201612,96.43,0,0,0,0,100
PWM,2016,12,201612,100,0,0,0,0,0
BUF,2016,12,201612,100,0,0,0,0,0
LAX,2016,12,201612,63.78,16.14,19.3,35.91,0.61,28.03
SAN,2016,12,201612,68,32.89,0.48,6.32,0,60.3
SFO,2016,12,201612,67.6,13.36,14.05,40.91,0.36,31.32
JFK,2016,12,201612,79.84,24.1,2.62,4.55,0.44,68.29
OGG,2016,12,201612,67.74,9.25,22.9,7.2,1.35,59.3
EWR,2016,12,201612,74.65,15.05,0,38.42,0,46.53
SEA,2016,12,201612,76.75,18.25,4.45,24.19,0,53.11
ORD,2016,12,201612,79.02,26.43,1,14.53,0,58.03
AUS,2016,12,201612,82.46,28.7,0,10.2,0,61.1
PDX,2016,12,201612,74.71,13.55,2.41,16.77,0,67.27
IAD,2016,12,201612,82.58,23.87,4.35,5.09,0,66.65
LAS,2016,12,201612,65.33,16.99,6.76,17.92,0.38,57.95
DCA,2016,12,201612,88.79,58.31,6.38,13.85,0,21.46
MCO,2016,12,201612,83.87,58.6,21.4,0,0,20
FLL,2016,12,201612,71.52,23.29,6,15.53,0.38,54.82
BOS,2016,12,201612,85.07,22.3,0,14.7,0,63.05
HNL,2016,12,201612,70.97,30.56,49.39,12,0,8.06
PSP,2016,12,201612,72.09,18.83,0,9.17,0,72
DAL,2016,12,201612,82.5,29.83,9.94,15.13,2.91,42.19
LGA,2016,12,201612,88.66,18.82,0,69.73,0,11.36
DEN,2016,12,201612,77.27,29.35,5,9.05,0,56.6
ONT,2016,12,201612,0,0,0,0,0,0
ABQ,2016,12,201612,73.07,30.02,1.55,10.75,0,57.67
ALB,2016,12,201612,82.46,46.63,2.63,6.39,0,44.36
AMA,2016,12,201612,77.03,39.76,0,6.53,0,53.68
DAL,2016,12,201612,80.05,31.74,1.58,14.57,0.34,51.77
DAY,2016,12,201612,78.65,13.95,8.95,13.42,0,63.68
DCA,2016,12,201612,81.25,37.76,1.97,11.25,0,49.02
DEN,2016,12,201612,76.46,28.01,1.53,24.35,0.27,45.83
DSM,2016,12,201612,74.16,41.35,0.22,20.48,0,37.91
DTW,2016,12,201612,78.66,42.62,1.51,11.56,0,44.31
ECP,2016,12,201612,80,29.48,4.35,14.74,0,51.43
ELP,2016,12,201612,70.05,32.63,0,7.18,0,60.19
EWR,2016,12,201612,71.62,27.63,14.57,33.75,0,24.05
FLL,2016,12,201612,77.27,28.95,1.23,35.52,0,34.3
FNT,2016,12,201612,76.6,46.14,1.32,5.68,0,46.86
GEG,2016,12,201612,71.22,25.99,0,11.22,0,62.79
GRR,2016,12,201612,78.61,37.52,3.98,15.5,0,43.02
GSP,2016,12,201612,71.91,49.6,0,0.28,0,50.12
HOU,2016,12,201612,81.07,31.67,0.8,14.8,0.09,52.65
HRL,2016,12,201612,83.43,25.52,8.28,13.93,0,52.24
IAD,2016,12,201612,85.29,23.13,6.67,3.27,0,66.93
ICT,2016,12,201612,78.33,38.54,0,4.81,0,56.65
IND,2016,12,201612,81.24,32.58,0.4,12.68,0,54.33
ISP,2016,12,201612,82.61,32.72,0.35,8.88,0,58.04
JAX,2016,12,201612,76.44,43.1,1.24,6.27,0,49.39
LAS,2016,12,201612,73.27,23.69,2.3,24.85,0.23,48.93
ATL,2016,12,201612,79.17,27.15,0.89,25.92,0.22,45.83
AUS,2016,12,201612,79.48,35.04,0.63,15.38,0,48.96
BDL,2016,12,201612,78.38,39.04,0.23,7.74,0,52.99
BHM,2016,12,201612,81.29,51.1,1.05,8.69,0,39.14
BNA,2016,12,201612,82.06,33.94,1.33,13.12,0.25,51.35
BOI,2016,12,201612,65.76,25.63,0.1,8.79,0,65.48
BOS,2016,12,201612,80.49,34.28,3.11,13.64,0,48.97
BUF,2016,12,201612,80.82,36.65,4.04,14.77,0.17,44.37
BUR,2016,12,201612,71.88,26.54,1.08,8.94,0.19,63.25
BWI,2016,12,201612,84.91,28.74,1.54,16.85,0.13,52.74
CAK,2016,12,201612,80.65,36.5,0,19,0,44.5
CHS,2016,12,201612,80.53,34.5,0,9.09,0,56.41
CLE,2016,12,201612,79.23,34.12,3.09,7.07,0.36,55.37
CLT,2016,12,201612,79.25,30.02,0,12.3,2.27,55.41
CMH,2016,12,201612,82.1,35.98,1.53,15.85,0.24,46.41
CRP,2016,12,201612,80.17,41.57,4.35,20.7,0,33.39
PIT,2016,12,201612,83.33,32.72,0.67,8.92,0.15,57.56
PNS,2016,12,201612,76.09,27.68,4.55,13.82,0,53.95
PVD,2016,12,201612,78.94,37.01,0,9.89,0.56,52.54
PWM,2016,12,201612,88.17,34.18,0,5,0,60.91
RDU,2016,12,201612,78.56,37.08,0.97,10.27,0,51.68
RIC,2016,12,201612,82.02,33.5,0,6.81,0,59.69
RNO,2016,12,201612,71.83,24.7,0.25,9.92,0,65.13
ROC,2016,12,201612,78.06,40.5,4.68,6.65,0,48.18
RSW,2016,12,201612,83.39,33.5,2.83,19.4,0,44.26
SAN,2016,12,201612,72.06,28.96,0.84,16.73,0.2,53.27
SAT,2016,12,201612,76.04,35.43,0.52,13.75,0.61,49.69
SDF,2016,12,201612,79.1,42.01,0,11.09,0.28,46.61
SEA,2016,12,201612,62.79,30.22,1.22,30.3,0.1,38.15
SFO,2016,12,201612,62.38,17.91,4.51,33.59,0,44
SJC,2016,12,201612,69.19,22.07,0.36,16.99,0.02,60.56
SLC,2016,12,201612,68.22,36.82,0.72,15.72,0.2,46.54
SMF,2016,12,201612,68.73,23.46,1.11,11.97,0,63.45
SNA,2016,12,201612,72.69,29.37,0.56,14.88,0.02,55.17
STL,2016,12,201612,81.64,32.24,0.42,18.06,0.42,48.86
TPA,2016,12,201612,83.32,30.94,2.34,15.63,0.28,50.81
TUL,2016,12,201612,80.14,37.39,1.48,7.65,0,53.46
TUS,2016,12,201612,65.14,30.59,0.26,9.29,0,59.85
LGA,2016,12,201612,79.41,31.34,5.06,32.05,0,31.54
LGB,2016,12,201612,78.77,39.69,0,3.91,0,56.4
LIT,2016,12,201612,83.26,43.61,0,1.22,0,55.17
MAF,2016,12,201612,81.96,28.15,0,2.2,0,69.63
MCI,2016,12,201612,77.69,33.38,1.98,15.7,0,48.94
MCO,2016,12,201612,83.23,32.53,2.1,15.62,0.17,49.58
MDW,2016,12,201612,80.93,25.83,3.33,21.13,0.39,49.32
MEM,2016,12,201612,77.94,30.52,0,15.9,0,53.6
MHT,2016,12,201612,79.75,42.06,1.63,9.41,0,46.89
MKE,2016,12,201612,77.49,32.63,0.5,17.36,0,49.5
MSP,2016,12,201612,72.16,30.76,4.77,27.22,0,37.25
MSY,2016,12,201612,82.1,36.71,0.03,15.37,0.06,47.82
OAK,2016,12,201612,70.36,24.02,0.73,17.54,0.05,57.65
OKC,2016,12,201612,76.52,29.54,1.8,11.15,0,57.5
OMA,2016,12,201612,79.71,36.75,1.28,9.59,0,52.38
ONT,2016,12,201612,69.5,26.88,1.02,7.93,0.01,64.16
ORF,2016,12,201612,83.19,49.18,3.85,15.03,0,31.95
PBI,2016,12,201612,77.57,34.13,1.69,27.72,0,36.46
PDX,2016,12,201612,69.47,28.08,1.54,22.72,0,47.66
PHL,2016,12,201612,79.98,34.57,3.86,10.77,0,50.8
PHX,2016,12,201612,74.67,28.94,0.8,19.88,0.22,50.16
LAX,2016,12,201612,55.78,16.8,2.99,49.73,0.06,30.42
LBB,2016,12,201612,77.25,32.62,0,10.34,0,57.04
GSO,2015,10,201510,94.44,100,0,0,0,0
BZN,2015,10,201510,100,0,0,0,0,0
DFW,2015,10,201510,80.69,15.89,0,57.57,0,26.57
MCI,2015,10,201510,83.87,67,0,13,0,20
SEA,2015,10,201510,88.24,42,0,37.7,0,20.3
RDU,2015,10,201510,90.59,33.88,0,17.5,0,48.63
MSN,2015,10,201510,100,0,0,0,0,0
MKE,2015,10,201510,97.37,0,0,0,0,100
MEM,2015,10,201510,72.5,36.45,0,34.73,0,28.82
PDX,2015,10,201510,94.25,59.2,0,16.8,0,24
CLT,2015,10,201510,91.8,20,0,32,0,48
TPA,2015,10,201510,88.71,43.36,1.71,22.79,0,32.07
DSM,2015,10,201510,88.89,47.5,0,4.5,0,48
TTN,2015,10,201510,83.39,15.04,0,43.46,0,41.5
MSY,2015,10,201510,85.48,16.89,0,69.67,0,13.44
SNA,2015,10,201510,96.72,22.5,0,57.5,0,20
OMA,2015,10,201510,100,0,0,0,0,0
TYS,2015,10,201510,92.31,100,0,0,0,0
MSO,2015,10,201510,84.62,45,0,0,0,55
FSD,2015,10,201510,84.62,37,0,63,0,0
BIS,2015,10,201510,100,0,0,0,0,0
CID,2015,10,201510,76.92,0,0,100,0,0
UST,2015,10,201510,85.71,50,0,27.5,0,22.5
ERI,2015,10,201510,85.96,35.5,0,41.13,0,23.25
CWA,2015,10,201510,91.8,9.4,0,70.6,0,20
LAX,2015,10,201510,87.1,69.19,0,6.88,0,23.94
HNL,2015,10,201510,90.05,51.88,2.35,2.41,0,43.35
LAS,2015,10,201510,84,78.33,6.75,0,0,14.92
OGG,2015,10,201510,91.93,68.28,0.93,2.53,0,28.26
SJC,2015,10,201510,87.1,60.25,0,0,0,39.75
OAK,2015,10,201510,93.44,52.75,0,6.25,0,41
JFK,2015,10,201510,66.67,96.11,0,0,3.89,0
ITO,2015,10,201510,96.88,46.4,6.67,6.67,0,40.27
LIH,2015,10,201510,90.7,56.09,0,0,1.79,42.13
KOA,2015,10,201510,95.3,44.87,1.32,2.29,0,51.55
DFW,2015,10,201510,90.2,26.46,10.68,24.64,0,38.22
TVC,2015,10,201510,87.5,51.17,0,2.25,0,46.58
CLL,2015,10,201510,88.89,42.25,8.5,22.69,0,26.56
ORD,2015,10,201510,90.94,30.9,2.27,30.43,0.4,36
