iata,name,year,month,efficiencyFactor
DAY, James M Cox/Dayton International,2016,1,79.73
HOB, Lea County Regional,2016,1,95.92
BWI, Baltimore/Washington International Thurgood Marshall,2016,1,84
LIT, Bill and Hillary Clinton Nat Adams Field,2016,1,87.08
RSW, Southwest Florida International,2016,1,100
CAK, Akron-Canton Regional,2016,1,80.75
LCH, Lake Charles Regional,2016,1,90.79
GSP, Greenville-Spartanburg International,2016,1,86.38
MOB, Mobile Regional,2016,1,87.58
OKC, Will Rogers World,2016,1,87.92
AMA, Rick Husband Amarillo International,2016,1,89.33
ROC, Greater Rochester International,2016,1,80.41
SBN, South Bend International,2016,1,83.67
LGA, LaGuardia,2016,1,78.48
MSP, Minneapolis-St Paul International,2016,1,84.26
BOS, Logan International,2016,1,91.14
CMH, Port Columbus International,2016,1,82.46
PIT, Pittsburgh International,2016,1,87.37
ELP, El Paso International,2016,1,87.64
BUF, Buffalo Niagara International,2016,1,80.9
ORF, Norfolk International,2016,1,84.68
SAT, San Antonio International,2016,1,100
FNT, Bishop International,2016,1,73.21
LNK, Lincoln Airport,2016,1,87.76
DCA, Ronald Reagan Washington National,2016,1,89.09
CRP, Corpus Christi International,2016,1,95
SGF, Springfield-Branson National,2016,1,81.82
SYR, Syracuse Hancock International,2016,1,83.23
AVP, Wilkes Barre Scranton International,2016,1,85.16
GSO, Piedmont Triad International,2016,1,85.15
MDT, Harrisburg International,2016,1,79.01
HRL, Valley International,2016,1,93.24
RIC, Richmond International,2016,1,79.4
ECP, Northwest Florida Beaches International,2016,1,94.12
MHT, Manchester-Boston Regional,2016,1,71.25
PVD, Theodore Francis Green State,2016,1,85.28
SCE, University Park,2016,1,80
ATW, Appleton International,2016,1,78.71
GJT, Grand Junction Regional,2016,1,100
MTJ, Montrose Regional,2016,1,91.3
FSD, Joe Foss Field,2016,1,85.94
ABQ, Albuquerque International Sunport,2016,1,83.87
EVV, Evansville Regional,2016,1,81.72
PHL, Philadelphia International,2016,1,81.82
AVL, Asheville Regional,2016,1,83.02
CWA, Central Wisconsin,2016,1,87.93
GRB, Green Bay Austin Straubel International,2016,1,84.3
ABE, Lehigh Valley International,2016,1,81.7
TRI, Tri-Cities Regional TN/VA,2016,1,84.26
OAJ, Albert J Ellis,2016,1,78.89
ELM, Elmira/Corning Regional,2016,1,82.22
MYR, Myrtle Beach International,2016,1,85.37
BMI, Central Illinois Regional,2016,1,76.67
VLD, Valdosta Regional,2016,1,77.38
MGM, Montgomery Regional,2016,1,79.69
BGR, Bangor International,2016,1,75
FAY, Fayetteville Regional/Grannis Field,2016,1,86.14
RST, Rochester International,2016,1,78
GNV, Gainesville Regional,2016,1,79.75
IAD, Washington Dulles International,2016,1,75.73
RAP, Rapid City Regional,2016,1,100
DAL, Dallas Love Field,2016,1,85.71
ILM, Wilmington International,2016,1,73.08
GTR, Golden Triangle Regional,2016,1,83.33
MDW, Chicago Midway International,2016,1,82.17
CSG, Columbus Airport,2016,1,76.54
EYW, Key West International,2016,1,70.49
BQK, Brunswick Golden Isles,2016,1,86.05
DHN, Dothan Regional,2016,1,75
AGS, Augusta Regional at Bush Field,2016,1,79.43
EWN, Coastal Carolina Regional,2016,1,70.91
BIS, Bismarck Municipal,2016,1,84.44
MLB, Melbourne International,2016,1,100
MCO, Orlando International,2016,1,100
CHO, Charlottesville Albemarle,2016,1,71.01
CRW, Yeager,2016,1,83.93
PHF, Newport News/Williamsburg International,2016,1,87.93
ABY, Southwest Georgia Regional,2016,1,83.75
MBS, MBS International,2016,1,100
DAB, Daytona Beach International,2016,1,100
ISN, Sloulin Field International,2016,1,83.33
LAX, Los Angeles International,2016,1,86.36
DEN, Denver International,2016,1,88.31
ATL, Hartsfield-Jackson Atlanta International,2016,1,85.12
MCO, Orlando International,2016,1,88.7
LAS, McCarran International,2016,1,83.8
IND, Indianapolis International,2016,1,88.89
CVG, Cincinnati/Northern Kentucky International,2016,1,82.81
STL, Lambert-St. Louis International,2016,1,87.26
TPA, Tampa International,2016,1,84.27
ORD, Chicago O'Hare International,2016,1,82.85
PHX, Phoenix Sky Harbor International,2016,1,89.78
SFO, San Francisco International,2016,1,63.44
PHL, Philadelphia International,2016,1,85.79
RSW, Southwest Florida International,2016,1,83.95
DCA, Ronald Reagan Washington National,2016,1,82.8
SEA, Seattle/Tacoma International,2016,1,88.14
CLE, Cleveland-Hopkins International,2016,1,89.7
BNA, Nashville International,2016,1,83.33
MSP, Minneapolis-St Paul International,2016,1,91.89
MIA, Miami International,2016,1,79.89
LGA, LaGuardia,2016,1,88.14
PDX, Portland International,2016,1,91.53
SNA, John Wayne Airport-Orange County,2016,1,89.83
SAN, San Diego International,2016,1,88.33
DFW, Dallas/Fort Worth International,2016,1,92.47
IAH, George Bush Intercontinental/Houston,2016,1,85.61
TTN, Trenton Mercer,2016,1,87.43
BZN, Bozeman Yellowstone International,2016,1,100
GSO, Piedmont Triad International,2016,1,100
AUS, Austin - Bergstrom International,2016,1,89.39
IAD, Washington Dulles International,2016,1,93.55
DTW, Detroit Metro Wayne County,2016,1,89.39
SLC, Salt Lake City International,2016,1,91.87
DSM, Des Moines International,2016,1,100
MSN, Dane County Regional-Truax Field,2016,1,88.89
PBI, Palm Beach International,2016,1,77.97
RDU, Raleigh-Durham International,2016,1,83.33
MCI, Kansas City International,2016,1,87.93
MKE, General Mitchell International,2016,1,88.43
MSY, Louis Armstrong New Orleans International,2016,1,74.36
OMA, Eppley Airfield,2016,1,93.1
UST, Northeast Florida Regional,2016,1,100
CLT, Charlotte Douglas International,2016,1,71.43
MEM, Memphis International,2016,1,82.76
FLL, Fort Lauderdale-Hollywood International,2016,1,85.71
TYS, McGhee Tyson,2016,1,100
FSD, Joe Foss Field,2016,1,100
CID, The Eastern Iowa,2016,1,100
BIS, Bismarck Municipal,2016,1,100
MSO, Missoula International,2016,1,100
LAS, McCarran International,2016,1,97.37
HNL, Honolulu International,2016,1,87.99
SMF, Sacramento International,2016,1,96.77
SEA, Seattle/Tacoma International,2016,1,87.1
OAK, Metropolitan Oakland International,2016,1,98.39
OGG, Kahului Airport,2016,1,93.59
PDX, Portland International,2016,1,96.77
LAX, Los Angeles International,2016,1,97.9
PHX, Phoenix Sky Harbor International,2016,1,100
SFO, San Francisco International,2016,1,93.55
SJC, Norman Y. Mineta San Jose International,2016,1,95.16
LIH, Lihue Airport,2016,1,96.68
ITO, Hilo International,2016,1,95.58
KOA, Kona International Airport at Keahole,2016,1,93.73
SAN, San Diego International,2016,1,96.77
MYR, Myrtle Beach International,2016,1,74.84
ORD, Chicago O'Hare International,2016,1,73.08
MCO, Orlando International,2016,1,70.87
LAS, McCarran International,2016,1,74.19
CLE, Cleveland-Hopkins International,2016,1,71.37
DFW, Dallas/Fort Worth International,2016,1,73.23
SAN, San Diego International,2016,1,72.04
DEN, Denver International,2016,1,78.06
DTW, Detroit Metro Wayne County,2016,1,74.63
IAH, George Bush Intercontinental/Houston,2016,1,68.09
BWI, Baltimore/Washington International Thurgood Marshall,2016,1,80.49
MCI, Kansas City International,2016,1,65.59
FLL, Fort Lauderdale-Hollywood International,2016,1,64.01
RSW, Southwest Florida International,2016,1,65.54
LAX, Los Angeles International,2016,1,72.16
MSP, Minneapolis-St Paul International,2016,1,73.02
ATL, Hartsfield-Jackson Atlanta International,2016,1,65
PHX, Phoenix Sky Harbor International,2016,1,72.58
LGA, LaGuardia,2016,1,74.49
TPA, Tampa International,2016,1,66.27
LBE, Arnold Palmer Regional,2016,1,73.12
OAK, Metropolitan Oakland International,2016,1,71.51
PHL, Philadelphia International,2016,1,72.58
ACY, Atlantic City International,2016,1,73.23
BOS, Logan International,2016,1,66.67
PPG, Pago Pago International,2016,1,90
MSY, Louis Armstrong New Orleans International,2016,1,71.51
BQN, Rafael Hernandez,2016,1,61.11
PBI, Palm Beach International,2016,1,62.9
PDX, Portland International,2016,1,80.65
IAG, Niagara Falls International,2016,1,80.65
SJU, Luis Munoz Marin International,2016,1,50
ORD, Chicago O'Hare International,2016,1,77.11
ICT, Wichita Dwight D Eisenhower National,2016,1,79.26
GJT, Grand Junction Regional,2016,1,88.59
PHX, Phoenix Sky Harbor International,2016,1,85.38
TUS, Tucson International,2016,1,83.2
SLC, Salt Lake City International,2016,1,85.01
YUM, Yuma MCAS/Yuma International,2016,1,84.75
LAS, McCarran International,2016,1,80
OMA, Eppley Airfield,2016,1,74.05
AUS, Austin - Bergstrom International,2016,1,84.47
GEG, Spokane International,2016,1,77.17
SEA, Seattle/Tacoma International,2016,1,80.75
SFO, San Francisco International,2016,1,67.43
DEN, Denver International,2016,1,85.67
DLH, Duluth International,2016,1,77.91
IAH, George Bush Intercontinental/Houston,2016,1,81.62
MSP, Minneapolis-St Paul International,2016,1,78.73
STL, Lambert-St. Louis International,2016,1,79.2
MKE, General Mitchell International,2016,1,74.63
ATL, Hartsfield-Jackson Atlanta International,2016,1,78.8
GRB, Green Bay Austin Straubel International,2016,1,77.12
MSN, Dane County Regional-Truax Field,2016,1,73.17
DSM, Des Moines International,2016,1,76.47
DTW, Detroit Metro Wayne County,2016,1,79.8
DFW, Dallas/Fort Worth International,2016,1,80.86
BIS, Bismarck Municipal,2016,1,82.71
FAR, Hector International,2016,1,75.22
LAN, Capital Region International,2016,1,83.96
SBA, Santa Barbara Municipal,2016,1,82.8
ASE, Aspen Pitkin County Sardy Field,2016,1,83.03
IND, Indianapolis International,2016,1,71.43
GSP, Greenville-Spartanburg International,2016,1,77.78
PDX, Portland International,2016,1,88.55
CMH, Port Columbus International,2016,1,78.79
LAX, Los Angeles International,2016,1,78.69
SAT, San Antonio International,2016,1,75.13
HDN, Yampa Valley,2016,1,82.61
XNA, Northwest Arkansas Regional,2016,1,78.53
BNA, Nashville International,2016,1,72.18
SMF, Sacramento International,2016,1,78.68
BOI, Boise Air Terminal,2016,1,81.94
GRR, Gerald R. Ford International,2016,1,77.22
SJC, Norman Y. Mineta San Jose International,2016,1,80.82
COS, City of Colorado Springs Municipal,2016,1,80.44
DRO, Durango La Plata County,2016,1,88.57
MTJ, Montrose Regional,2016,1,80.28
TUL, Tulsa International,2016,1,84.29
LIT, Bill and Hillary Clinton Nat Adams Field,2016,1,80
DCA, Ronald Reagan Washington National,2016,1,75.59
IDA, Idaho Falls Regional,2016,1,85.02
MSO, Missoula International,2016,1,83.45
RAP, Rapid City Regional,2016,1,83.26
FCA, Glacier Park International,2016,1,86.82
LNK, Lincoln Airport,2016,1,77.94
AMA, Rick Husband Amarillo International,2016,1,78.57
BFL, Meadows Field,2016,1,85.71
MSY, Louis Armstrong New Orleans International,2016,1,67.12
JAC, Jackson Hole,2016,1,70.73
PSP, Palm Springs International,2016,1,82.21
BHM, Birmingham-Shuttlesworth International,2016,1,86.05
MLI, Quad City International,2016,1,78.38
DAY, James M Cox/Dayton International,2016,1,70.59
CVG, Cincinnati/Northern Kentucky International,2016,1,76.24
LSE, La Crosse Regional,2016,1,69.39
MDW, Chicago Midway International,2016,1,66.67
SBN, South Bend International,2016,1,76.66
OAK, Metropolitan Oakland International,2016,1,85.71
PSC, Tri Cities,2016,1,79.65
ABQ, Albuquerque International Sunport,2016,1,79.87
MOT, Minot International,2016,1,80.67
FLG, Flagstaff Pulliam,2016,1,91.72
STT, Cyril E King,2016,1,61.29
SAN, San Diego International,2016,1,82.65
ISN, Sloulin Field International,2016,1,83.44
GFK, Grand Forks International,2016,1,82.8
GTF, Great Falls International,2016,1,80.92
FWA, Fort Wayne International,2016,1,78.32
SHV, Shreveport Regional,2016,1,84.62
FSD, Joe Foss Field,2016,1,69.32
MRY, Monterey Regional,2016,1,83.81
BMI, Central Illinois Regional,2016,1,75
MBS, MBS International,2016,1,80.85
OKC, Will Rogers World,2016,1,83.08
PIT, Pittsburgh International,2016,1,80
BUR, Bob Hope,2016,1,79.18
SNA, John Wayne Airport-Orange County,2016,1,82.2
PIA, General Downing - Peoria International,2016,1,73.08
SUN, Friedman Memorial,2016,1,88.98
TWF, Joslin Field - Magic Valley Regional,2016,1,84.88
SGF, Springfield-Branson National,2016,1,75
CPR, Casper/Natrona County International,2016,1,91.37
BIL, Billings Logan International,2016,1,90.2
BTR, Baton Rouge Metropolitan/Ryan Field,2016,1,82.46
PBG, Plattsburgh International,2016,1,74.19
FAT, Fresno Yosemite International,2016,1,81.13
IAD, Washington Dulles International,2016,1,96.3
CRP, Corpus Christi International,2016,1,79.25
LEX, Blue Grass,2016,1,83.33
CID, The Eastern Iowa,2016,1,81.74
SDF, Louisville International-Standiford Field,2016,1,60
BDL, Bradley International,2016,1,64.52
MCI, Kansas City International,2016,1,74.29
GUC, Gunnison-Crested Butte Regional,2016,1,80
RDU, Raleigh-Durham International,2016,1,81.72
CLE, Cleveland-Hopkins International,2016,1,67.92
BZN, Bozeman Yellowstone International,2016,1,88.89
LFT, Lafayette Regional Paul Fournet Field,2016,1,100
LBB, Lubbock Preston Smith International,2016,1,84.48
CLT, Charlotte Douglas International,2016,1,61.86
SBP, San Luis County Regional,2016,1,84.16
RKS, Rock Springs Sweetwater County,2016,1,89.47
CMX, Houghton County Memorial,2016,1,76.19
MMH, Mammoth Lakes Airport,2016,1,84.38
PHL, Philadelphia International,2016,1,87.5
ELP, El Paso International,2016,1,77.78
LGA, LaGuardia,2016,1,67.47
PLN, Pellston Regional Airport of Emmet County,2016,1,81.48
EKO, Elko Regional,2016,1,79.25
MLU, Monroe Regional,2016,1,77.27
CHS, Charleston AFB/International,2016,1,87.5
AVL, Asheville Regional,2016,1,68.75
GCC, Gillette Campbell County,2016,1,92.05
MEM, Memphis International,2016,1,88.57
GSO, Piedmont Triad International,2016,1,100
TYS, McGhee Tyson,2016,1,76.92
CHO, Charlottesville Albemarle,2016,1,76.39
AZO, Kalamazoo/Battle Creek International,2016,1,80.36
ATW, Appleton International,2016,1,74.39
ONT, Ontario International,2016,1,74.52
RNO, Reno/Tahoe International,2016,1,72.32
MFR, Rogue Valley International - Medford,2016,1,78.72
SMX, Santa Maria Public/Capt. G. Allan Hancock Field,2016,1,64.52
SYR, Syracuse Hancock International,2016,1,63.64
EUG, Mahlon Sweet Field,2016,1,81.03
LGB, Long Beach Airport,2016,1,78.63
RST, Rochester International,2016,1,92.86
CAK, Akron-Canton Regional,2016,1,100
TVC, Cherry Capital,2016,1,80
SPI, Abraham Lincoln Capital,2016,1,73.12
SGU, St George Regional,2016,1,78.43
HLN, Helena Regional,2016,1,88.24
CHA, Lovell Field,2016,1,78.38
RDM, Roberts Field,2016,1,82.51
FNT, Bishop International,2016,1,0
ACV, Arcata,2016,1,69.6
BRO, Brownsville South Padre Island International,2016,1,100
ORF, Norfolk International,2016,1,84.21
EAU, Chippewa Valley Regional,2016,1,77.42
DVL, Devils Lake Regional,2016,1,79.17
JMS, Jamestown Regional,2016,1,83.78
MKG, Muskegon County,2016,1,72.58
MAF, Midland International,2016,1,81.82
JAX, Jacksonville International,2016,1,92.86
RSW, Southwest Florida International,2016,1,100
MIA, Miami International,2016,1,75
HYS, Hays Regional,2016,1,80.77
PAH, Barkley Regional,2016,1,74.19
BOS, Logan International,2016,1,50
PVD, Theodore Francis Green State,2016,1,75
MFE, McAllen Miller International,2016,1,0
RIC, Richmond International,2016,1,75
ALB, Albany International,2016,1,75.86
BUF, Buffalo Niagara International,2016,1,71.43
VPS, Eglin AFB Destin Fort Walton Beach,2016,1,100
COD, Yellowstone Regional,2016,1,78.79
ABR, Aberdeen Regional,2016,1,95.16
ITH, Ithaca Tompkins Regional,2016,1,81.36
APN, Alpena County Regional,2016,1,76.92
ESC, Delta County,2016,1,84.62
BJI, Bemidji Regional,2016,1,82.26
MQT, Sawyer International,2016,1,78.18
CIU, Chippewa County International,2016,1,81.03
BGM, Greater Binghamton/Edwin A. Link Field,2016,1,71.05
RHI, Rhinelander/Oneida County,2016,1,86.36
LWS, Lewiston Nez Perce County,2016,1,94.55
IMT, Ford,2016,1,80.7
BRD, Brainerd Lakes Regional,2016,1,86.54
INL, Falls International Einarson Field,2016,1,77.78
PIH, Pocatello Regional,2016,1,82.14
IAH, George Bush Intercontinental/Houston,2016,1,90.36
ORD, Chicago O'Hare International,2016,1,87.71
SNA, John Wayne Airport-Orange County,2016,1,89.3
HNL, Honolulu International,2016,1,65.38
EWR, Newark Liberty International,2016,1,86.4
IAD, Washington Dulles International,2016,1,90.88
GUM, Guam International,2016,1,77.42
SFO, San Francisco International,2016,1,77.58
BOS, Logan International,2016,1,85.02
HDN, Yampa Valley,2016,1,93.75
DEN, Denver International,2016,1,91.48
PIT, Pittsburgh International,2016,1,90.51
MCO, Orlando International,2016,1,82.97
MSP, Minneapolis-St Paul International,2016,1,83.04
LAS, McCarran International,2016,1,84.88
SLC, Salt Lake City International,2016,1,88.21
PHX, Phoenix Sky Harbor International,2016,1,87.98
BZN, Bozeman Yellowstone International,2016,1,89.66
SAN, San Diego International,2016,1,90.94
LAX, Los Angeles International,2016,1,86.38
BNA, Nashville International,2016,1,82.43
SEA, Seattle/Tacoma International,2016,1,85.89
BWI, Baltimore/Washington International Thurgood Marshall,2016,1,82.63
OMA, Eppley Airfield,2016,1,85.09
MSY, Louis Armstrong New Orleans International,2016,1,87.6
CLE, Cleveland-Hopkins International,2016,1,85.29
CHS, Charleston AFB/International,2016,1,71.43
DTW, Detroit Metro Wayne County,2016,1,87.91
HIB, Range Regional,2016,1,78.31
PBI, Palm Beach International,2016,1,80.61
SMF, Sacramento International,2016,1,90.38
ATL, Hartsfield-Jackson Atlanta International,2016,1,87.03
RNO, Reno/Tahoe International,2016,1,87.61
PDX, Portland International,2016,1,85.35
ALB, Albany International,2016,1,73.58
LGA, LaGuardia,2016,1,78.5
MCI, Kansas City International,2016,1,84.55
AUS, Austin - Bergstrom International,2016,1,83.1
FLL, Fort Lauderdale-Hollywood International,2016,1,81.79
TUL, Tulsa International,2016,1,84
SJU, Luis Munoz Marin International,2016,1,85.77
MSN, Dane County Regional-Truax Field,2016,1,69.23
PSP, Palm Springs International,2016,1,88.76
TPA, Tampa International,2016,1,85.74
ABQ, Albuquerque International Sunport,2016,1,91.11
DFW, Dallas/Fort Worth International,2016,1,86.92
JAC, Jackson Hole,2016,1,88.6
CMH, Port Columbus International,2016,1,82.43
RDU, Raleigh-Durham International,2016,1,72.99
GEG, Spokane International,2016,1,83.02
BTV, Burlington International,2016,1,80.65
BOI, Boise Air Terminal,2016,1,89.47
MTJ, Montrose Regional,2016,1,100
MIA, Miami International,2016,1,82.19
ANC, Ted Stevens Anchorage International,2016,1,93.02
BDL, Bradley International,2016,1,74
RSW, Southwest Florida International,2016,1,85.5
LIH, Lihue Airport,2016,1,66.27
BQN, Rafael Hernandez,2016,1,74.19
SJC, Norman Y. Mineta San Jose International,2016,1,89.61
KOA, Kona International Airport at Keahole,2016,1,67.27
ORF, Norfolk International,2016,1,73.33
FSD, Joe Foss Field,2016,1,96.43
OGG, Kahului Airport,2016,1,66.49
STT, Cyril E King,2016,1,84
DSM, Des Moines International,2016,1,80.72
DCA, Ronald Reagan Washington National,2016,1,81.97
SAT, San Antonio International,2016,1,83.9
SRQ, Sarasota/Bradenton International,2016,1,93.18
PHL, Philadelphia International,2016,1,82.19
EGE, Eagle County Regional,2016,1,86.15
OKC, Will Rogers World,2016,1,86
IND, Indianapolis International,2016,1,73.53
GRR, Gerald R. Ford International,2016,1,80.88
MEM, Memphis International,2016,1,86.27
BTM, Bert Mooney,2016,1,86.21
CDC, Cedar City Regional,2016,1,72.55
BIL, Billings Logan International,2016,1,93.85
MFE, McAllen Miller International,2016,1,91.67
CLT, Charlotte Douglas International,2016,1,85.45
ITO, Hilo International,2016,1,70.59
ICT, Wichita Dwight D Eisenhower National,2016,1,91.43
OTH, Southwest Oregon Regional,2016,1,64.71
RDD, Redding Municipal,2016,1,77.05
TUS, Tucson International,2016,1,90.32
ROC, Greater Rochester International,2016,1,76.19
BTR, Baton Rouge Metropolitan/Ryan Field,2016,1,100
JFK, John F. Kennedy International,2016,1,89.66
BUF, Buffalo Niagara International,2016,1,100
STL, Lambert-St. Louis International,2016,1,100
RIC, Richmond International,2016,1,66.67
GUC, Gunnison-Crested Butte Regional,2016,1,75
LAX, Los Angeles International,2016,1,83.91
SFO, San Francisco International,2016,1,67.77
ORD, Chicago O'Hare International,2016,1,67.57
AUS, Austin - Bergstrom International,2016,1,79.31
JFK, John F. Kennedy International,2016,1,82.52
LAS, McCarran International,2016,1,77.42
EWR, Newark Liberty International,2016,1,85.42
SEA, Seattle/Tacoma International,2016,1,81.91
DCA, Ronald Reagan Washington National,2016,1,82.61
MCO, Orlando International,2016,1,87.1
FLL, Fort Lauderdale-Hollywood International,2016,1,80.72
BOS, Logan International,2016,1,83.33
OGG, Kahului Airport,2016,1,70.97
HNL, Honolulu International,2016,1,67.74
PSP, Palm Springs International,2016,1,71.43
IAD, Washington Dulles International,2016,1,83.48
DAL, Dallas Love Field,2016,1,85.21
SAN, San Diego International,2016,1,70.73
LGA, LaGuardia,2016,1,85.98
PDX, Portland International,2016,1,67.74
ABQ, Albuquerque International Sunport,2016,1,87.88
ALB, Albany International,2016,1,85.9
AMA, Rick Husband Amarillo International,2016,1,86.71
ATL, Hartsfield-Jackson Atlanta International,2016,1,86.58
AUS, Austin - Bergstrom International,2016,1,88.88
BDL, Bradley International,2016,1,83.95
BHM, Birmingham-Shuttlesworth International,2016,1,86.93
BNA, Nashville International,2016,1,88.95
BUR, Bob Hope,2016,1,85.49
BWI, Baltimore/Washington International Thurgood Marshall,2016,1,89.81
CAK, Akron-Canton Regional,2016,1,85.19
CHS, Charleston AFB/International,2016,1,81.67
CLE, Cleveland-Hopkins International,2016,1,89.32
CLT, Charlotte Douglas International,2016,1,80.34
CMH, Port Columbus International,2016,1,85.28
CRP, Corpus Christi International,2016,1,91.23
DAL, Dallas Love Field,2016,1,88.47
DAY, James M Cox/Dayton International,2016,1,79.84
DCA, Ronald Reagan Washington National,2016,1,88.58
DEN, Denver International,2016,1,90.58
DSM, Des Moines International,2016,1,90.91
DTW, Detroit Metro Wayne County,2016,1,87.09
ECP, Northwest Florida Beaches International,2016,1,89.19
ELP, El Paso International,2016,1,85.87
EWR, Newark Liberty International,2016,1,86.83
FLL, Fort Lauderdale-Hollywood International,2016,1,81.33
FNT, Bishop International,2016,1,86.93
GEG, Spokane International,2016,1,88.72
GRR, Gerald R. Ford International,2016,1,90.69
GSP, Greenville-Spartanburg International,2016,1,88.65
HOU, William P Hobby,2016,1,88.37
HRL, Valley International,2016,1,90.64
IAD, Washington Dulles International,2016,1,89.34
ICT, Wichita Dwight D Eisenhower National,2016,1,87.23
IND, Indianapolis International,2016,1,85.89
ISP, Long Island MacArthur,2016,1,87.43
JAX, Jacksonville International,2016,1,84.41
LAS, McCarran International,2016,1,86.6
LAX, Los Angeles International,2016,1,79.52
SAN, San Diego International,2016,1,85.25
SAT, San Antonio International,2016,1,87.67
SDF, Louisville International-Standiford Field,2016,1,81.9
SEA, Seattle/Tacoma International,2016,1,85.11
SFO, San Francisco International,2016,1,69.83
SJC, Norman Y. Mineta San Jose International,2016,1,85.27
SJU, Luis Munoz Marin International,2016,1,85.56
SLC, Salt Lake City International,2016,1,82.86
SMF, Sacramento International,2016,1,83.89
SNA, John Wayne Airport-Orange County,2016,1,88.77
STL, Lambert-St. Louis International,2016,1,87.03
TPA, Tampa International,2016,1,85.9
TUL, Tulsa International,2016,1,88.83
TUS, Tucson International,2016,1,86.29
LBB, Lubbock Preston Smith International,2016,1,89.16
LGA, LaGuardia,2016,1,82.07
LIT, Bill and Hillary Clinton Nat Adams Field,2016,1,88.21
MAF, Midland International,2016,1,88.33
MCI, Kansas City International,2016,1,87.64
MCO, Orlando International,2016,1,86.87
MDW, Chicago Midway International,2016,1,87.64
MEM, Memphis International,2016,1,86.3
MHT, Manchester-Boston Regional,2016,1,85.5
MKE, General Mitchell International,2016,1,88.06
MSP, Minneapolis-St Paul International,2016,1,85.26
MSY, Louis Armstrong New Orleans International,2016,1,86.43
OAK, Metropolitan Oakland International,2016,1,82.91
OKC, Will Rogers World,2016,1,84.91
OMA, Eppley Airfield,2016,1,86.46
ONT, Ontario International,2016,1,85.26
ORF, Norfolk International,2016,1,83.33
PBI, Palm Beach International,2016,1,76.06
PDX, Portland International,2016,1,86.97
PHL, Philadelphia International,2016,1,86.68
PHX, Phoenix Sky Harbor International,2016,1,86.49
PIT, Pittsburgh International,2016,1,85.24
PNS, Pensacola International,2016,1,86.36
PVD, Theodore Francis Green State,2016,1,86.98
PWM, Portland International Jetport,2016,1,88.73
RDU, Raleigh-Durham International,2016,1,86.47
RIC, Richmond International,2016,1,89.08
RNO, Reno/Tahoe International,2016,1,86.71
ROC, Greater Rochester International,2016,1,86.67
RSW, Southwest Florida International,2016,1,86.16
BOI, Boise Air Terminal,2016,1,89.69
BOS, Logan International,2016,1,84.85
BUF, Buffalo Niagara International,2016,1,85.13
LAR, Laramie Regional,2016,1,90.38
DLH, Duluth International,2016,1,100
DFW, Dallas/Fort Worth International,2016,2,89.85
DTW, Detroit Metro Wayne County,2016,2,83.98
SEA, Seattle/Tacoma International,2016,2,81.34
JFK, John F. Kennedy International,2016,2,77.33
ORD, Chicago O'Hare International,2016,2,82.07
PHX, Phoenix Sky Harbor International,2016,2,90.24
STL, Lambert-St. Louis International,2016,2,84.25
LAX, Los Angeles International,2016,2,85.06
MCO, Orlando International,2016,2,83.08
CLT, Charlotte Douglas International,2016,2,85.96
MIA, Miami International,2016,2,81.71
SFO, San Francisco International,2016,2,80.38
DEN, Denver International,2016,2,83.76
KOA, Kona International Airport at Keahole,2016,2,83.1
AUS, Austin - Bergstrom International,2016,2,87.36
LAS, McCarran International,2016,2,87.62
SLC, Salt Lake City International,2016,2,87.5
TUS, Tucson International,2016,2,85.1
RDU, Raleigh-Durham International,2016,2,80.3
LGA, LaGuardia,2016,2,70.31
SAN, San Diego International,2016,2,85.13
RIC, Richmond International,2016,2,76.14
HNL, Honolulu International,2016,2,74.64
SJC, Norman Y. Mineta San Jose International,2016,2,85.34
DCA, Ronald Reagan Washington National,2016,2,80.93
SNA, John Wayne Airport-Orange County,2016,2,90.48
OGG, Kahului Airport,2016,2,76.15
EWR, Newark Liberty International,2016,2,73.71
FLL, Fort Lauderdale-Hollywood International,2016,2,85.01
IND, Indianapolis International,2016,2,87.58
MSP, Minneapolis-St Paul International,2016,2,82.77
SAT, San Antonio International,2016,2,91.29
LIH, Lihue Airport,2016,2,80.65
SJU, Luis Munoz Marin International,2016,2,77.95
ORF, Norfolk International,2016,2,90.32
TPA, Tampa International,2016,2,83.94
BOS, Logan International,2016,2,80.21
MCI, Kansas City International,2016,2,86.46
JAX, Jacksonville International,2016,2,81.14
MSY, Louis Armstrong New Orleans International,2016,2,87.62
ATL, Hartsfield-Jackson Atlanta International,2016,2,84.65
LBB, Lubbock Preston Smith International,2016,2,89.66
ELP, El Paso International,2016,2,90.65
OKC, Will Rogers World,2016,2,89.58
STT, Cyril E King,2016,2,78.65
MEM, Memphis International,2014,11,66.67
MDT, Harrisburg International,2014,11,54.17
MSP, Minneapolis-St Paul International,2014,11,66.67
GRI, Central Nebraska Regional,2014,11,77.78
ORF, Norfolk International,2014,11,78.57
GGG, East Texas Regional,2014,11,65.52
CWA, Central Wisconsin,2014,11,67.27
FSD, Joe Foss Field,2014,11,79.49
SPS, Sheppard AFB/Wichita Falls Municipal,2014,11,75.53
CHA, Lovell Field,2014,11,76.54
JAX, Jacksonville International,2014,11,84.95
SUX, Sioux Gateway/Col. Bud Day Field,2014,11,61.11
BPT, Jack Brooks Regional,2014,11,68.97
LAW, Lawton-Fort Sill Regional,2014,11,75.31
GNV, Gainesville Regional,2014,11,91.53
EYW, Key West International,2014,11,94.55
