iata,name,year,month,efficiencyFactor
BHM, Birmingham-Shuttlesworth International,2014,11,84.88
CAE, Columbia Metropolitan,2014,11,78.31
SPI, Abraham Lincoln Capital,2014,11,76.47
GJT, Grand Junction Regional,2014,11,93.1
PHX, Phoenix Sky Harbor International,2014,11,92.65
TUS, Tucson International,2014,11,80.18
ELP, El Paso International,2014,11,85.23
FAT, Fresno Yosemite International,2014,11,78.89
ABQ, Albuquerque International Sunport,2014,11,84.81
YUM, Yuma MCAS/Yuma International,2014,11,88
DSM, Des Moines International,2014,11,69.51
DRO, Durango La Plata County,2014,11,83.33
FLG, Flagstaff Pulliam,2014,11,89.47
MLU, Monroe Regional,2014,11,79.31
GEG, Spokane International,2014,11,82.77
LAX, Los Angeles International,2014,11,80.91
MSP, Minneapolis-St Paul International,2014,11,76.8
SEA, Seattle/Tacoma International,2014,11,85.66
LWS, Lewiston Nez Perce County,2014,11,96.36
DEN, Denver International,2014,11,78.13
SAT, San Antonio International,2014,11,76.59
SLC, Salt Lake City International,2014,11,88.38
RDM, Roberts Field,2014,11,76.3
DFW, Dallas/Fort Worth International,2014,11,71.1
ORD, Chicago O'Hare International,2014,11,70.49
COS, City of Colorado Springs Municipal,2014,11,73.1
SAN, San Diego International,2014,11,82.62
SFO, San Francisco International,2014,11,70.46
SNA, John Wayne Airport-Orange County,2014,11,85.59
IDA, Idaho Falls Regional,2014,11,82.22
SBA, Santa Barbara Municipal,2014,11,81.36
PSP, Palm Springs International,2014,11,80.27
MRY, Monterey Regional,2014,11,80.7
SBP, San Luis County Regional,2014,11,82.15
BFL, Meadows Field,2014,11,72.97
IAH, George Bush Intercontinental/Houston,2014,11,82.83
SJC, Norman Y. Mineta San Jose International,2014,11,81.3
PDX, Portland International,2014,11,81.9
BOS, Logan International,2014,11,70.97
CHS, Charleston AFB/International,2014,11,63.33
MCI, Kansas City International,2014,11,75.56
SMF, Sacramento International,2014,11,77
LEX, Blue Grass,2014,11,68.85
PIA, General Downing - Peoria International,2014,11,78.72
CPR, Casper/Natrona County International,2014,11,77.67
DTW, Detroit Metro Wayne County,2014,11,81.7
EUG, Mahlon Sweet Field,2014,11,73.39
ATL, Hartsfield-Jackson Atlanta International,2014,11,68.09
LAS, McCarran International,2014,11,83.08
FSD, Joe Foss Field,2014,11,68.59
RDU, Raleigh-Durham International,2014,11,0
ACV, Arcata,2014,11,78.63
ALB, Albany International,2014,11,93.1
CID, The Eastern Iowa,2014,11,66.41
SDF, Louisville International-Standiford Field,2014,11,85
XNA, Northwest Arkansas Regional,2014,11,71.43
OKC, Will Rogers World,2014,11,81.48
FAR, Hector International,2014,11,70
MEM, Memphis International,2014,11,76.11
MSN, Dane County Regional-Truax Field,2014,11,71
BOI, Boise Air Terminal,2014,11,71.73
GTF, Great Falls International,2014,11,78.83
LIT, Bill and Hillary Clinton Nat Adams Field,2014,11,65.88
MOT, Minot International,2014,11,77.01
STL, Lambert-St. Louis International,2014,11,70.7
MOB, Mobile Regional,2014,11,79.63
MSO, Missoula International,2014,11,82.5
MKE, General Mitchell International,2014,11,72.96
CVG, Cincinnati/Northern Kentucky International,2014,11,79.21
CIU, Chippewa County International,2014,11,80
DLH, Duluth International,2014,11,73.76
BUR, Bob Hope,2014,11,81.94
RAP, Rapid City Regional,2014,11,89.87
SBN, South Bend International,2014,11,75.94
CMH, Port Columbus International,2014,11,77.97
LGB, Long Beach Airport,2014,11,89.63
LAN, Capital Region International,2014,11,77.03
JAC, Jackson Hole,2014,11,76.12
BIL, Billings Logan International,2014,11,86.11
BZN, Bozeman Yellowstone International,2014,11,83.95
DAY, James M Cox/Dayton International,2014,11,77.19
LNK, Lincoln Airport,2014,11,61.84
MFE, McAllen Miller International,2014,11,89.8
ORF, Norfolk International,2014,11,75
BHM, Birmingham-Shuttlesworth International,2014,11,79.66
MLI, Quad City International,2014,11,62.5
RNO, Reno/Tahoe International,2014,11,73.51
OTH, Southwest Oregon Regional,2014,11,61.11
ONT, Ontario International,2014,11,77.01
MFR, Rogue Valley International - Medford,2014,11,77.11
CLE, Cleveland-Hopkins International,2014,11,75.68
SGF, Springfield-Branson National,2014,11,62.65
CLD, McClellan-Palomar,2014,11,84.46
MKG, Muskegon County,2014,11,76.27
RKS, Rock Springs Sweetwater County,2014,11,80.87
BNA, Nashville International,2014,11,85
AUS, Austin - Bergstrom International,2014,11,75
HLN, Helena Regional,2014,11,87.04
BIS, Bismarck Municipal,2014,11,74.22
FCA, Glacier Park International,2014,11,81.48
GRR, Gerald R. Ford International,2014,11,71.93
ICT, Wichita Dwight D Eisenhower National,2014,11,65.36
CEC, Jack McNamara Field,2014,11,72.5
IAD, Washington Dulles International,2014,11,81.25
DVL, Devils Lake Regional,2014,11,69.23
JMS, Jamestown Regional,2014,11,78.21
CMX, Houghton County Memorial,2014,11,70
GRB, Green Bay Austin Straubel International,2014,11,50
TUL, Tulsa International,2014,11,67.97
OMA, Eppley Airfield,2014,11,73.02
PUB, Pueblo Memorial,2014,11,80
MBS, MBS International,2014,11,75.97
FNT, Bishop International,2014,11,100
IND, Indianapolis International,2014,11,87.88
SUN, Friedman Memorial,2014,11,98.31
LSE, La Crosse Regional,2014,11,50
TVC, Cherry Capital,2014,11,75
GFK, Grand Forks International,2014,11,88.24
PLN, Pellston Regional Airport of Emmet County,2014,11,84.31
ISN, Sloulin Field International,2014,11,80.77
ATW, Appleton International,2014,11,59.21
OAK, Metropolitan Oakland International,2014,11,75.94
AMA, Rick Husband Amarillo International,2014,11,64
RSW, Southwest Florida International,2014,11,83.33
GUC, Gunnison-Crested Butte Regional,2014,11,56.52
PSC, Tri Cities,2014,11,74.32
CLT, Charlotte Douglas International,2014,11,85.37
MAF, Midland International,2014,11,77.27
DCA, Ronald Reagan Washington National,2014,11,66.04
GCC, Gillette Campbell County,2014,11,77.39
LAR, Laramie Regional,2014,11,79.66
SGU, St George Regional,2014,11,84.4
DIK, Dickinson - Theodore Roosevelt Regional,2014,11,88.31
BMI, Central Illinois Regional,2014,11,0
CAK, Akron-Canton Regional,2014,11,100
FWA, Fort Wayne International,2014,11,70.64
ASE, Aspen Pitkin County Sardy Field,2014,11,70.97
SYR, Syracuse Hancock International,2014,11,70
SMX, Santa Maria Public/Capt. G. Allan Hancock Field,2014,11,81.82
VEL, Vernal Regional,2014,11,96
HIB, Range Regional,2014,11,86.27
INL, Falls International Einarson Field,2014,11,74
IMT, Ford,2014,11,81.82
RHI, Rhinelander/Oneida County,2014,11,82.35
BRD, Brainerd Lakes Regional,2014,11,82.86
CNY, Canyonlands Field,2014,11,98.08
PIH, Pocatello Regional,2014,11,92.41
TWF, Joslin Field - Magic Valley Regional,2014,11,91.23
ABR, Aberdeen Regional,2014,11,81.94
SAF, Santa Fe Municipal,2014,11,92
CHO, Charlottesville Albemarle,2014,11,44.07
CIC, Chico Municipal,2014,11,67.42
SPI, Abraham Lincoln Capital,2014,11,74.44
RDD, Redding Municipal,2014,11,78.65
EAU, Chippewa Valley Regional,2014,11,71.67
HYS, Hays Regional,2014,11,82.69
AVL, Asheville Regional,2014,11,66.67
PAH, Barkley Regional,2014,11,67.8
STC, St. Cloud Regional,2014,11,65.45
PIT, Pittsburgh International,2014,11,42.11
BDL, Bradley International,2014,11,50
COD, Yellowstone Regional,2014,11,81.36
BJI, Bemidji Regional,2014,11,90
BTM, Bert Mooney,2014,11,96.67
CDC, Cedar City Regional,2014,11,83.33
EKO, Elko Regional,2014,11,100
MCO, Orlando International,2014,11,82
ORD, Chicago O'Hare International,2014,11,83.06
EWR, Newark Liberty International,2014,11,83.44
SAN, San Diego International,2014,11,88.27
HNL, Honolulu International,2014,11,71.08
SFO, San Francisco International,2014,11,76.91
IAD, Washington Dulles International,2014,11,86.77
IAH, George Bush Intercontinental/Houston,2014,11,84.35
LAS, McCarran International,2014,11,83.72
AUS, Austin - Bergstrom International,2014,11,79.28
DEN, Denver International,2014,11,82.6
BOS, Logan International,2014,11,80.81
GUM, Guam International,2014,11,87.1
DCA, Ronald Reagan Washington National,2014,11,80.98
LAX, Los Angeles International,2014,11,79.54
LGA, LaGuardia,2014,11,73.24
SEA, Seattle/Tacoma International,2014,11,80.73
DFW, Dallas/Fort Worth International,2014,11,79.55
TPA, Tampa International,2014,11,81.58
SAT, San Antonio International,2014,11,76.86
CLE, Cleveland-Hopkins International,2014,11,85.19
RSW, Southwest Florida International,2014,11,80.17
IND, Indianapolis International,2014,11,76.36
PDX, Portland International,2014,11,73.03
JFK, John F. Kennedy International,2014,11,83.77
MSY, Louis Armstrong New Orleans International,2014,11,82.18
ATL, Hartsfield-Jackson Atlanta International,2014,11,82.59
OKC, Will Rogers World,2014,11,76.92
MCI, Kansas City International,2014,11,65.85
PBI, Palm Beach International,2014,11,81.35
MDT, Harrisburg International,2014,11,70.37
ICT, Wichita Dwight D Eisenhower National,2014,11,78.87
PHX, Phoenix Sky Harbor International,2014,11,81.77
PIT, Pittsburgh International,2014,11,85.42
MIA, Miami International,2014,11,77.47
SJC, Norman Y. Mineta San Jose International,2014,11,86.54
PHL, Philadelphia International,2014,11,74.85
BDL, Bradley International,2014,11,73.75
BIL, Billings Logan International,2014,11,67.24
DTW, Detroit Metro Wayne County,2014,11,75.93
SNA, John Wayne Airport-Orange County,2014,11,83.96
LIH, Lihue Airport,2014,11,82.86
MSP, Minneapolis-St Paul International,2014,11,60.27
OGG, Kahului Airport,2014,11,75.32
FLL, Fort Lauderdale-Hollywood International,2014,11,78.8
SJU, Luis Munoz Marin International,2014,11,84.21
SMF, Sacramento International,2014,11,75.76
KOA, Kona International Airport at Keahole,2014,11,74.74
BUF, Buffalo Niagara International,2014,11,83.33
CMH, Port Columbus International,2014,11,64.29
JAC, Jackson Hole,2014,11,100
BWI, Baltimore/Washington International Thurgood Marshall,2014,11,83.12
RIC, Richmond International,2014,11,70
SLC, Salt Lake City International,2014,11,72
RNO, Reno/Tahoe International,2014,11,83.33
OMA, Eppley Airfield,2014,11,77.59
STL, Lambert-St. Louis International,2014,11,76
APN, Alpena County Regional,2014,11,83.33
GEG, Spokane International,2014,11,83.33
ANC, Ted Stevens Anchorage International,2014,11,73.13
BOI, Boise Air Terminal,2014,11,81.48
DSM, Des Moines International,2014,11,73.68
BQN, Rafael Hernandez,2014,11,76.92
SRQ, Sarasota/Bradenton International,2014,11,86.67
STT, Cyril E King,2014,11,86.49
ITO, Hilo International,2014,11,77.27
ROC, Greater Rochester International,2014,11,52.94
RDU, Raleigh-Durham International,2014,11,63.64
ALB, Albany International,2014,11,70.59
CLT, Charlotte Douglas International,2014,11,68.18
PVD, Theodore Francis Green State,2014,11,25
PBI, Palm Beach International,2014,11,92.31
MIA, Miami International,2014,11,100
MSY, Louis Armstrong New Orleans International,2014,11,83.33
CLT, Charlotte Douglas International,2014,11,85.67
DTW, Detroit Metro Wayne County,2014,11,86.46
MIA, Miami International,2014,11,81.84
TPA, Tampa International,2014,11,81.15
DCA, Ronald Reagan Washington National,2014,11,82.91
MSY, Louis Armstrong New Orleans International,2014,11,80.3
MCO, Orlando International,2014,11,78.41
EWR, Newark Liberty International,2014,11,77.81
PHL, Philadelphia International,2014,11,81.73
RDU, Raleigh-Durham International,2014,11,83.38
BOS, Logan International,2014,11,81.79
DFW, Dallas/Fort Worth International,2014,11,81.97
BWI, Baltimore/Washington International Thurgood Marshall,2014,11,84.26
FLL, Fort Lauderdale-Hollywood International,2014,11,81.24
MCI, Kansas City International,2014,11,82.24
PHX, Phoenix Sky Harbor International,2014,11,88.58
ALB, Albany International,2014,11,84.75
LAS, McCarran International,2014,11,83.92
PBI, Palm Beach International,2014,11,79.04
PIT, Pittsburgh International,2014,11,86.67
SAT, San Antonio International,2014,11,71.19
SAN, San Diego International,2014,11,88.08
JFK, John F. Kennedy International,2014,11,76.68
MEM, Memphis International,2014,11,75.93
IAH, George Bush Intercontinental/Houston,2014,11,82.5
LAX, Los Angeles International,2014,11,80.87
ATL, Hartsfield-Jackson Atlanta International,2014,11,86.45
BUF, Buffalo Niagara International,2014,11,90
PDX, Portland International,2014,11,79.87
BDL, Bradley International,2014,11,80.65
ORD, Chicago O'Hare International,2014,11,80.74
JAX, Jacksonville International,2014,11,87.38
CMH, Port Columbus International,2014,11,87.18
GSO, Piedmont Triad International,2014,11,81.82
SYR, Syracuse Hancock International,2014,11,90
LGA, LaGuardia,2014,11,80.12
CLE, Cleveland-Hopkins International,2014,11,89.86
DEN, Denver International,2014,11,82.69
BNA, Nashville International,2014,11,86.29
MSP, Minneapolis-St Paul International,2014,11,82.18
SNA, John Wayne Airport-Orange County,2014,11,93.04
PVD, Theodore Francis Green State,2014,11,85.62
RSW, Southwest Florida International,2014,11,81.2
STL, Lambert-St. Louis International,2014,11,81.98
CHS, Charleston AFB/International,2014,11,78.43
ORF, Norfolk International,2014,11,84
AUS, Austin - Bergstrom International,2014,11,83.33
IND, Indianapolis International,2014,11,85.92
SFO, San Francisco International,2014,11,73.47
SMF, Sacramento International,2014,11,74.83
RNO, Reno/Tahoe International,2014,11,90
SEA, Seattle/Tacoma International,2014,11,77.38
RIC, Richmond International,2014,11,89.13
PWM, Portland International Jetport,2014,11,80
MDT, Harrisburg International,2014,11,80
ILM, Wilmington International,2014,11,70.59
ONT, Ontario International,2014,11,86.13
SLC, Salt Lake City International,2014,11,84.32
SJC, Norman Y. Mineta San Jose International,2014,11,87.59
OAK, Metropolitan Oakland International,2014,11,75.86
MKE, General Mitchell International,2014,11,78.85
GEG, Spokane International,2014,11,75.68
BOI, Boise Air Terminal,2014,11,83.33
OMA, Eppley Airfield,2014,11,93.88
OGG, Kahului Airport,2014,11,86.05
ANC, Ted Stevens Anchorage International,2014,11,91.67
KOA, Kona International Airport at Keahole,2014,11,92.86
HNL, Honolulu International,2014,11,71.43
LIH, Lihue Airport,2014,11,84.21
SJU, Luis Munoz Marin International,2014,11,75.86
STT, Cyril E King,2014,11,76.19
ROC, Greater Rochester International,2014,11,90
EWR, Newark Liberty International,2014,11,83.54
SFO, San Francisco International,2014,11,76.49
ORD, Chicago O'Hare International,2014,11,80
AUS, Austin - Bergstrom International,2014,11,93.33
LAX, Los Angeles International,2014,11,86.28
JFK, John F. Kennedy International,2014,11,89.6
LAS, McCarran International,2014,11,88.67
DCA, Ronald Reagan Washington National,2014,11,90.83
MCO, Orlando International,2014,11,96.67
FLL, Fort Lauderdale-Hollywood International,2014,11,86.32
BOS, Logan International,2014,11,93.27
IAD, Washington Dulles International,2014,11,92.19
DAL, Dallas Love Field,2014,11,77.97
LGA, LaGuardia,2014,11,67.62
SEA, Seattle/Tacoma International,2014,11,86.3
PDX, Portland International,2014,11,79.31
SAN, San Diego International,2014,11,85.71
PSP, Palm Springs International,2014,11,78.26
BHM, Birmingham-Shuttlesworth International,2014,11,100
DAL, Dallas Love Field,2014,11,82.43
DAY, James M Cox/Dayton International,2014,11,81.43
DCA, Ronald Reagan Washington National,2014,11,86.27
DEN, Denver International,2014,11,84.98
DSM, Des Moines International,2014,11,80
DTW, Detroit Metro Wayne County,2014,11,80.08
ECP, Northwest Florida Beaches International,2014,11,82.29
ELP, El Paso International,2014,11,77.58
EWR, Newark Liberty International,2014,11,76.19
FLL, Fort Lauderdale-Hollywood International,2014,11,80.57
FNT, Bishop International,2014,11,83.33
GEG, Spokane International,2014,11,75.97
GRR, Gerald R. Ford International,2014,11,76.51
GSP, Greenville-Spartanburg International,2014,11,80.51
HOU, William P Hobby,2014,11,82.81
MDW, Chicago Midway International,2014,11,85.83
MEM, Memphis International,2014,11,78.5
MHT, Manchester-Boston Regional,2014,11,83.42
MKE, General Mitchell International,2014,11,78.14
MSP, Minneapolis-St Paul International,2014,11,80.15
MSY, Louis Armstrong New Orleans International,2014,11,81.55
OAK, Metropolitan Oakland International,2014,11,78.89
ABQ, Albuquerque International Sunport,2014,11,81.32
ALB, Albany International,2014,11,83.43
AMA, Rick Husband Amarillo International,2014,11,84.35
ATL, Hartsfield-Jackson Atlanta International,2014,11,83.1
AUS, Austin - Bergstrom International,2014,11,80.27
BDL, Bradley International,2014,11,81.03
BHM, Birmingham-Shuttlesworth International,2014,11,78.34
BNA, Nashville International,2014,11,84.08
BOI, Boise Air Terminal,2014,11,70.72
BOS, Logan International,2014,11,78.33
BUF, Buffalo Niagara International,2014,11,81.15
BUR, Bob Hope,2014,11,84.32
BWI, Baltimore/Washington International Thurgood Marshall,2014,11,85.52
CAK, Akron-Canton Regional,2014,11,82.17
CHS, Charleston AFB/International,2014,11,84.15
CLE, Cleveland-Hopkins International,2014,11,77.25
CLT, Charlotte Douglas International,2014,11,80.41
CMH, Port Columbus International,2014,11,81.59
CRP, Corpus Christi International,2014,11,77.27
